2,4-ດີອີເອສ	2,4-滴乙基硫酸钠
ເຄື່ອງຊ່ວຍສ້າງລະຫັດຂອງວິນໂດວິສຕາ	精灵
ເຄື່ອງຍົງດິນ	中耕机
ເຄື່ອງຍົງດິນ	圆盘犁片
ເຄື່ອງຍົງດິນ	圆盘耙片
ເຄື່ອງຍົງດິນ	松土器
ເຄື່ອງຍົງພືດອາຫານສັດ(ເພື່ອຕາກ)	翻晒机
ເຄື່ອງດື່ມ	饮料
ເຄື່ອງດື່ມອັດລົມ	碳酸饮料
ເຄື່ອງດູດຄວາມຊຸ່ມ	干燥机
ເຄື່ອງດູດຄວາມຊຸ່ມ	干燥炉
ເຄື່ອງດູດຄວາມຊຸ່ມ	干燥装置
ເຄື່ອງດູດຄວາມຊຸ່ມ	盘子干燥机
ເຄື່ອງດູດຄວາມຊຸ່ມ	脱水器
ເຄື່ອງດູດຝຸ່ນອຸດສາຫະກໍາ	工业真空清洗机
ເຄື່ອງດູດຝຸ່ນອຸດສາຫະກໍາ	洗衣机
ເຄື່ອງດູດຝຸ່ນອຸດສາຫະກໍາ	清洗机
ເຄື່ອງດູດຝຸ່ນອຸດສາຫະກໍາ	清洗设备
ເຄື່ອງຕອງອາກາດ	空气净化器
ເຄື່ອງຕັດຕົ້ນໄມ້	伐木机
ເຄື່ອງຕັດຕົ້ນໄມ້	伐木设备
ເຄື່ອງຕັດພືດຫົວ	块根切碎机
ເຄື່ອງຕັດຟຸ່ມໄມ້ແຄມຮົ້ວ	修树刀
ເຄື່ອງຕັດຫຍ້າ	割草机
ເຄື່ອງຕັດແຕ່ງກິ່ງງ່າ	修剪工具
ເຄື່ອງຕັດແຕ່ງງ່າໄມ້	间苗机
ເຄື່ອງຕັດໄມ້	修剪工具
ເຄື່ອງຕັດໄມ້	修枝剪刀
ເຄື່ອງຖອນພືດຫົວ	块根作物收获机
ເຄື່ອງຖອນພືດຫົວ	甜菜挖掘机
ເຄື່ອງຖອນຮາກຕົ້ນໄມ້	地面清理设备
ເຄື່ອງຖອນຮາກຕົ້ນໄມ້	掘根机
ເຄື່ອງທີວີ	电视
ເຄື່ອງທີວີ	电视机
ເຄື່ອງທ້ອນໂຮມຫີບຫໍ່	拾草捆机
ເຄື່ອງທ້ອນໂຮມຫີບຫໍ່	草捆升运机
ເຄື່ອງທ້ອນໂຮມຫີບຫໍ່	装卸机械
ເຄື່ອງທ້ອນໂຮມຫີບຫໍ່	起重机
ເຄື່ອງທໍາການປະມົງ	渔具
ເຄື່ອງທໍາຄວາມສະອາດເມັດພັນ	种子清选机
ເຄື່ອງທໍາຄວາມເຢັນນົມ	牛奶冷却器
ເຄື່ອງນອນຫຼັບ	睡眠
ເຄື່ອງນຸ່ງປ້ອງກັນໄພ	防护服
ເຄື່ອງນຸ່ງຫົ່ມ	服装
ເຄື່ອງບັນຈຸໃສ່ຊີໂລ	青贮料装运器
ເຄື່ອງບັນທຶກວີດີໂອ	视听设备
ເຄື່ອງບັນທຶກວີດີໂອ	视频信号记录器
ເຄື່ອງບັນທຶກແຜ່ນດິສ	磁盘驱动器
ເຄື່ອງບັນທຶກແຜ່ນດິສ	磁碟机
ເຄື່ອງບິນ	飞机
ເຄື່ອງບິນ	飞行机
ເຄື່ອງປັບສະພາບທົ່ງຫ້ຍາ	割草机调节器
ເຄື່ອງປັບສະພາບທົ່ງຫ້ຍາ	干草压扁机
ເຄື່ອງປັບອາກາດ	冷气机
ເຄື່ອງປັບອາກາດ	空调
ເຄື່ອງປັບອາກາດ	空调机
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	储蜜箱
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	养蜂用具
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	养蜂设备
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	固定巢脾
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	花粉截留器
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	蜂巢框
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	蜂帚
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	蜂箱部件
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	蜂蜜分离器
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	蜜蜂喷烟器
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	防蜂面罩
ເຄື່ອງປິ່ນເອົານ້ໍາເຜິ້ງ	隔母蜂板
ເຄື່ອງປຸງ	调味
ເຄື່ອງປຸງອາຫານ	调味品
ເຄື່ອງປູກ	耕种机具
ເຄື່ອງປູກພືດ	做畦机
ເຄື່ອງປູກພືດ	播种机
ເຄື່ອງປູກພືດ	播种设备
ເຄື່ອງປູກພືດ	盆栽机
ເຄື່ອງປູກພືດ	耕种机具
ເຄື່ອງປູກພືດໃນກະຖັງ	做畦机
ເຄື່ອງປູກພືດໃນກະຖັງ	播种机
ເຄື່ອງປູກພືດໃນກະຖັງ	播种设备
ເຄື່ອງປູກພືດໃນກະຖັງ	盆栽机
ເຄື່ອງປູກພືດໃນກະຖັງ	耕种机具
ເຄື່ອງປູກເບັ້ຍໄມ້	移植器
ເຄື່ອງປ່າຂອງດົງ	非木材林产品
ເຄື່ອງປ່ຽນ	转换器
ເຄື່ອງຜະລິດນ້ໍາລ້ຽງສັດ	饮水器
ເຄື່ອງຜົ່ນຢາຊະນິດຜົງ	喷粉器
ເຄື່ອງຝັກໄຂ່	孵化器
ເຄື່ອງພວນດິນ	整土设备
ເຄື່ອງພວນດິນ	松土设备
ເຄື່ອງພວນດິນ	耕耘机具
ເຄື່ອງພິມ	打印机
ເຄື່ອງພິມສີ	彩色打印机
ເຄື່ອງຟັງຫູແບບສຽງຈໍາລອງ	耳机音效模拟模式
ເຄື່ອງຟັງຫູແບບສຽງຈໍາລອງ	虚拟头戴耳机模式
ເຄື່ອງຟາດເຂົ້າ	打谷机
ເຄື່ອງມື	工具
ເຄື່ອງມື	设备
ເຄື່ອງມືກວດພາສາ	校对工具
ເຄື່ອງມືກວດພາສາ	校订工具
ເຄື່ອງມືກະສິກໍາ	农业机械
ເຄື່ອງມືກະສິກໍາ	农业设备
ເຄື່ອງມືກະສິກໍາ	农机
ເຄື່ອງມືກະສິກໍາ	农用设备
ເຄື່ອງມືການຈັດການດິນ	土壤管理设备
ເຄື່ອງມືການປູກ	耕作设备
ເຄື່ອງມືກົນ	装卸机械
ເຄື່ອງມືຂະຫນາດນ້ອຍ	手用工具
ເຄື່ອງມືຂຸດຄົ້ນໄມ້	集材设备
ເຄື່ອງມືຈອດໂລຫະ	焊接设备
ເຄື່ອງມືຈອດໂລຫະ	维护设备
ເຄື່ອງມືຊ່ວຍເບິ່ງແບບຕົວຫນັງສື	字体预览器
ເຄື່ອງມືຊ່ວຍເບິ່ງແບບຕົວຫນັງສື	字型预览程式
ເຄື່ອງມືຊ່າງໄມ້	木材加工设备
ເຄື່ອງມືດັບເພີງ	消防设施
ເຄື່ອງມືດາດຟ້າເຮືອ	甲板装备
ເຄື່ອງມືຕິດຕັ້ງ	器具
ເຄື່ອງມືຕິດຕັ້ງ	器械
ເຄື່ອງມືຕິດຕັ້ງ	器皿
ເຄື່ອງມືຕິດຕັ້ງ	工具
ເຄື່ອງມືຕິດຕັ້ງ	机械
ເຄື່ອງມືຕິດຕັ້ງ	用具
ເຄື່ອງມືຕິດຕັ້ງ	装置
ເຄື່ອງມືຕິດຕັ້ງ	设备
ເຄື່ອງມືຕົບແຕ່ງຮູບພາບ	像素化
ເຄື່ອງມືຕົບແຕ່ງຮູບພາບ	招贴画效果
ເຄື່ອງມືຕົບແຕ່ງຮູບພາບ	色调分离
ເຄື່ອງມືຕ້ານການແຂງຕົວຂອງນ້ໍາ	防冻设备
ເຄື່ອງມືທາບງ່າ	嫁接工具
ເຄື່ອງມືທາບງ່າ	嫁接设备
ເຄື່ອງມືທີ່ໃຊ້ຕົ້ນກໍາລັງ	动力设备
ເຄື່ອງມືບຸກເບີກພື້ນທີ່	地面清理设备
ເຄື່ອງມືປຸງແຕ່ງອາຫານ	食品加工设备
ເຄື່ອງມືປຸງແຕ່ງອາຫານ	食品工业设备
ເຄື່ອງມືປ່າໄມ້	林业设备
ເຄື່ອງມືປ້ອງກັນພືດ	植物保护机械
ເຄື່ອງມືລ້ຽງມ້ອນ	养蚕设备
ເຄື່ອງມືລ້ຽງສັດນ້ໍາ	水产设备
ເຄື່ອງມືລ້ຽງສັດປີກ	禽用设备
ເຄື່ອງມືລ້ຽງເຜິ້ງ	养蜂设备
ເຄື່ອງມືວັດແທກຄວາມເຂັ້ມການແຜ່ລັງສີ	日射表
ເຄື່ອງມືວັດແທກຄວາມໄວຂອງລົມ	风速计
ເຄື່ອງມືວັດແທກທາງອຸຕຸນິຍົມວິທະຍາ	气象学设备
ເຄື່ອງມືສໍາລັບສັດຕະວະແພດ	兽医设备
ເຄື່ອງມືສໍາຫຼັບການຫມັກ	发酵设备
ເຄື່ອງມືຫວ່ານຝຸ່ນ	施肥工具
ເຄື່ອງມືຫຼັງການເກັບກ່ຽວ	采后设备
ເຄື່ອງມືອະເຊື້ອ	化学灭菌
ເຄື່ອງມືອະເຊື້ອ	灭菌
ເຄື່ອງມືອະເຊື້ອ	灭菌设备
ເຄື່ອງມືອຸດສາຫະກໍາ	工业设备
ເຄື່ອງມືອຸດສາຫະກໍາອາຫານ	食品工业设备
ເຄື່ອງມືຮີດນົມ	乳品加工设备
ເຄື່ອງມືເຄື່ອນຍ້າຍດິນ	大型挖土设备
ເຄື່ອງມືເຮັດສວນຄົວ	园艺工具
ເຄື່ອງມືເຮັດສີ	油漆器材
ເຄື່ອງມືແຕ້ມຮູບ	画布
ເຄື່ອງມືແຕ້ມຮູບ	绘图画布
ເຄື່ອງມືແນະນໍາ	工具提示
ເຄື່ອງມືແບບປັບແຕ່ງເອງ	自定义工具栏
ເຄື່ອງມືແບບປັບແຕ່ງເອງ	自订工具列
ເຄື່ອງມືແບບເຄື່ອນທີ່ໄດ້	移动式设备
ເຄື່ອງມືໃນການກັກ-ຂັງສັດ	家畜圈养设备
ເຄື່ອງມືໃນການກັກ-ຂັງສັດ	畜牧设备
ເຄື່ອງມືໃນຟາມ	农用设备
ເຄື່ອງມືໃສ່ສານຫຼໍ່ລື້ນ	润滑用设备
ເຄື່ອງມືໄຊ້ສອຍໃນເຮືອນ	器具
ເຄື່ອງມືໄຊ້ສອຍໃນເຮືອນ	器械
ເຄື່ອງມືໄຊ້ສອຍໃນເຮືອນ	器皿
ເຄື່ອງມືໄຊ້ສອຍໃນເຮືອນ	工具
ເຄື່ອງມືໄຊ້ສອຍໃນເຮືອນ	机械
ເຄື່ອງມືໄຊ້ສອຍໃນເຮືອນ	用具
ເຄື່ອງມືໄຊ້ສອຍໃນເຮືອນ	装置
ເຄື່ອງມືໄຊ້ສອຍໃນເຮືອນ	设备
ເຄື່ອງມືໄຊ້ໃນການບົວລະບັດສັດ	家畜圈养设备
ເຄື່ອງມືໄຊ້ໃນການບົວລະບັດສັດ	畜牧设备
ເຄື່ອງລອກເປືອກ	收割机
ເຄື່ອງລອກເປືອກ	收获机
ເຄື່ອງລອກເປືອກ	脱皮机
ເຄື່ອງລະບາຍອາກາດ	通风机
ເຄື່ອງລິເລີ້ມ	发起程序
ເຄື່ອງລິເລີ້ມ	启动器
ເຄື່ອງລຽງລໍາດັບ	分类设备
ເຄື່ອງລຽງລໍາດັບ	分选机
ເຄື່ອງລໍາລຽງແບບຈອງຕັກ	升降机
ເຄື່ອງລໍາລຽງແບບຈອງຕັກ	叉式装载机
ເຄື່ອງລໍາລຽງແບບຈອງຕັກ	斗式升运机
ເຄື່ອງລໍາລຽງແບບຈອງຕັກ	装载器
ເຄື່ອງລໍາລຽງແບບທ່ອນກິ້ງ	传送装置
ເຄື່ອງລໍາລຽງແບບທ່ອນກິ້ງ	刮板链式输送器
ເຄື່ອງລໍາລຽງແບບທ່ອນກິ້ງ	带式输送器
ເຄື່ອງລໍາລຽງແບບທ່ອນກິ້ງ	振动式输送器
ເຄື່ອງລໍາລຽງແບບທ່ອນກິ້ງ	搅龙
ເຄື່ອງລໍາລຽງແບບທ່ອນກິ້ງ	气流输送器
ເຄື່ອງລໍາລຽງແບບທ່ອນກິ້ງ	滚柱式输送器
ເຄື່ອງລໍາລຽງແບບທ່ອນກິ້ງ	空中索道
ເຄື່ອງລໍາລຽງແບບທ່ອນກິ້ງ	螺旋输送器
ເຄື່ອງລໍາລຽງແບບບິດກຽວ	传送装置
ເຄື່ອງລໍາລຽງແບບບິດກຽວ	刮板链式输送器
ເຄື່ອງລໍາລຽງແບບບິດກຽວ	带式输送器
ເຄື່ອງລໍາລຽງແບບບິດກຽວ	振动式输送器
ເຄື່ອງລໍາລຽງແບບບິດກຽວ	搅龙
ເຄື່ອງລໍາລຽງແບບບິດກຽວ	气流输送器
ເຄື່ອງລໍາລຽງແບບບິດກຽວ	滚柱式输送器
ເຄື່ອງລໍາລຽງແບບບິດກຽວ	空中索道
ເຄື່ອງລໍາລຽງແບບບິດກຽວ	螺旋输送器
ເຄື່ອງລໍາລຽງແບບສະຫວ່ານ	传送装置
ເຄື່ອງລໍາລຽງແບບສະຫວ່ານ	刮板链式输送器
ເຄື່ອງລໍາລຽງແບບສະຫວ່ານ	带式输送器
ເຄື່ອງລໍາລຽງແບບສະຫວ່ານ	振动式输送器
ເຄື່ອງລໍາລຽງແບບສະຫວ່ານ	搅龙
ເຄື່ອງລໍາລຽງແບບສະຫວ່ານ	气流输送器
ເຄື່ອງລໍາລຽງແບບສະຫວ່ານ	滚柱式输送器
ເຄື່ອງລໍາລຽງແບບສະຫວ່ານ	空中索道
ເຄື່ອງລໍາລຽງແບບສະຫວ່ານ	螺旋输送器
ເຄື່ອງລໍາລຽງແບບສັ່ນ	传送装置
ເຄື່ອງລໍາລຽງແບບສັ່ນ	刮板链式输送器
ເຄື່ອງລໍາລຽງແບບສັ່ນ	带式输送器
ເຄື່ອງລໍາລຽງແບບສັ່ນ	振动式输送器
ເຄື່ອງລໍາລຽງແບບສັ່ນ	搅龙
ເຄື່ອງລໍາລຽງແບບສັ່ນ	气流输送器
ເຄື່ອງລໍາລຽງແບບສັ່ນ	滚柱式输送器
ເຄື່ອງລໍາລຽງແບບສັ່ນ	空中索道
ເຄື່ອງລໍາລຽງແບບສັ່ນ	螺旋输送器
ເຄື່ອງລໍາລຽງແບບສາຍພານ	传送装置
ເຄື່ອງລໍາລຽງແບບສາຍພານ	刮板链式输送器
ເຄື່ອງລໍາລຽງແບບສາຍພານ	带式输送器
ເຄື່ອງລໍາລຽງແບບສາຍພານ	振动式输送器
ເຄື່ອງລໍາລຽງແບບສາຍພານ	搅龙
ເຄື່ອງລໍາລຽງແບບສາຍພານ	气流输送器
ເຄື່ອງລໍາລຽງແບບສາຍພານ	滚柱式输送器
ເຄື່ອງລໍາລຽງແບບສາຍພານ	空中索道
ເຄື່ອງລໍາລຽງແບບສາຍພານ	螺旋输送器
ເຄື່ອງລໍາລຽງແບບສາບກາບ	传送装置
ເຄື່ອງລໍາລຽງແບບສາບກາບ	刮板链式输送器
ເຄື່ອງລໍາລຽງແບບສາບກາບ	带式输送器
ເຄື່ອງລໍາລຽງແບບສາບກາບ	振动式输送器
ເຄື່ອງລໍາລຽງແບບສາບກາບ	搅龙
ເຄື່ອງລໍາລຽງແບບສາບກາບ	气流输送器
ເຄື່ອງລໍາລຽງແບບສາບກາບ	滚柱式输送器
ເຄື່ອງລໍາລຽງແບບສາບກາບ	空中索道
ເຄື່ອງລໍາລຽງແບບສາບກາບ	螺旋输送器
ເຄື່ອງລໍາລຽງແບບອັດລົມ	传送装置
ເຄື່ອງລໍາລຽງແບບອັດລົມ	刮板链式输送器
ເຄື່ອງລໍາລຽງແບບອັດລົມ	带式输送器
ເຄື່ອງລໍາລຽງແບບອັດລົມ	振动式输送器
ເຄື່ອງລໍາລຽງແບບອັດລົມ	搅龙
ເຄື່ອງລໍາລຽງແບບອັດລົມ	气流输送器
ເຄື່ອງລໍາລຽງແບບອັດລົມ	滚柱式输送器
ເຄື່ອງລໍາລຽງແບບອັດລົມ	空中索道
ເຄື່ອງລໍາລຽງແບບອັດລົມ	螺旋输送器
ເຄື່ອງລໍາລຽງແບບໂສ້ລາກ	传送装置
ເຄື່ອງລໍາລຽງແບບໂສ້ລາກ	刮板链式输送器
ເຄື່ອງລໍາລຽງແບບໂສ້ລາກ	带式输送器
ເຄື່ອງລໍາລຽງແບບໂສ້ລາກ	振动式输送器
ເຄື່ອງລໍາລຽງແບບໂສ້ລາກ	搅龙
ເຄື່ອງລໍາລຽງແບບໂສ້ລາກ	气流输送器
ເຄື່ອງລໍາລຽງແບບໂສ້ລາກ	滚柱式输送器
ເຄື່ອງລໍາລຽງແບບໂສ້ລາກ	空中索道
ເຄື່ອງລໍາລຽງແບບໂສ້ລາກ	螺旋输送器
ເຄື່ອງວັດແທກການກາຍເປັນອາຍ	反照率测定仪
ເຄື່ອງວັດແທກການກາຍເປັນອາຍ	日温计
ເຄື່ອງວັດແທກການກາຍເປັນອາຍ	气象学设备
ເຄື່ອງວັດແທກການກາຍເປັນອາຍ	汽化表
ເຄື່ອງວັດແທກການກາຍເປັນອາຍ	蒸发箱
ເຄື່ອງວັດແທກການກາຍເປັນອາຍ	辐射测量计
ເຄື່ອງວັດແທກການກາຍເປັນອາຍ	风速记录仪
ເຄື່ອງວັດແທກກໍາລັງເຄື່ອງຈັກ	测力计
ເຄື່ອງວັດແທກຄວາມດັນ	大气压力
ເຄື່ອງວັດແທກຄວາມດັນ	气压
ເຄື່ອງວັດແທກຄວາມດັນ	高气压
ເຄື່ອງວັດແທກຄວາມດັນທາດແຫຼວ	压力计
ເຄື່ອງວັດແທກຄວາມແຫນ້ນເນື້ອ	黏稠测定仪
ເຄື່ອງວັດແທກປະຣິມານຂອງບູຕີຣິກ	乳脂计
ເຄື່ອງວັດແທກປະຣິມານນ້ໍາຝົນ	雨量计
ເຄື່ອງວັດແທກລະດັບຄວາມສູງ	气压计
ເຄື່ອງວັດແທກລະດັບຄວາມສູງ	测高计
ເຄື່ອງວັດແທກລະດັບຄວາມສູງ	自动气压计
ເຄື່ອງສະກັດ	分离器
ເຄື່ອງສະກັດ	多层蒸馏塔
ເຄື່ອງສະກັດ	提取仪
ເຄື່ອງສະກັດ	旋风式分离器
ເຄື່ອງສະກັດ	板式蒸馏塔
ເຄື່ອງສະກັດ	筛
ເຄື່ອງສັ່ນຕົ້ນໄມ້	水果抖落器
ເຄື່ອງສາຍແຜ່ນໃສ	开销
ເຄື່ອງສາຍແຜ່ນໃສ	额外负荷
ເຄື່ອງສາຍແສງເອເລັກໂທຣນິກ	液晶显示器
ເຄື່ອງສີດຢາ	注射器
ເຄື່ອງຫມາຍກວດກາ	复选标记
ເຄື່ອງຫມາຍກວດກາ	核取记号
ເຄື່ອງຫມາຍກັ້ນເຂດ	分隔符
ເຄື່ອງຫມາຍກັ້ນເຂດ	分隔符号
ເຄື່ອງຫມາຍການຄ້າ	商标
ເຄື່ອງຫມາຍການຄ້າ	商标符号
ເຄື່ອງຫມາຍຂີດກ້ອງ	下划线字符
ເຄື່ອງຫມາຍຂີດກ້ອງ	底线
ເຄື່ອງຫມາຍຂີດງ່ຽງຂວາ	尖音符号
ເຄື່ອງຫມາຍຂີດງ່ຽງຂວາ	锐音符
ເຄື່ອງຫມາຍຂີດງ່ຽງຊ້າຍ	抑音符号
ເຄື່ອງຫມາຍຂີດງ່ຽງຊ້າຍ	重音符
ເຄື່ອງຫມາຍຂີດຕໍ່	短破折号
ເຄື່ອງຫມາຍຂີດຕໍ່ຄໍາສັບເວລາສຸດແຖວ	可选连字符
ເຄື່ອງຫມາຍຂີດຕໍ່ຄໍາສັບເວລາສຸດແຖວ	选择性连字号
ເຄື່ອງຫມາຍຂີດຕໍ່ຕ່ໍາ	连字符
ເຄື່ອງຫມາຍຂີດຕໍ່ຕ່ໍາ	连字号
ເຄື່ອງຫມາຍຂີດຕໍ່ແຍກຄໍາສັບໂດຍບໍ່ເສຍຄວາມຫມາຍ	软连字符
ເຄື່ອງຫມາຍຂີດຕໍ່ແຍກຄໍາສັບໂດຍບໍ່ເສຍຄວາມຫມາຍ	选择性连字号
ເຄື່ອງຫມາຍຂີດຫົວ	单引号
ເຄື່ອງຫມາຍຂີດຫົວ	撇号
ເຄື່ອງຫມາຍຄຣິດ	剑形
ເຄື່ອງຫມາຍຄຸນນະພາບ	质量标签
ເຄື່ອງຫມາຍຄູນ	乘号
ເຄື່ອງຫມາຍຄົງທີ່	占位符
ເຄື່ອງຫມາຍຄົງທີ່	预留位置
ເຄື່ອງຫມາຍຄໍານວນ	操作员
ເຄື່ອງຫມາຍຄໍານວນ	运算符
ເຄື່ອງຫມາຍຄໍານວນ	运算子
ເຄື່ອງຫມາຍຄໍາເຫັນ	批注标记
ເຄື່ອງຫມາຍຄໍາເຫັນ	注解标记
ເຄື່ອງຫມາຍຈຸດ	逗号
ເຄື່ອງຫມາຍຈົດທະບຽນການຄ້າ	注册商标符号
ເຄື່ອງຫມາຍຊີວະພາບ	分子标记
ເຄື່ອງຫມາຍຊີວະພາບ	生化标记
ເຄື່ອງຫມາຍຊີວະພາບ	生物标记
ເຄື່ອງຫມາຍຊີວະພາບ	遗传标记
ເຄື່ອງຫມາຍຊີວະເຄມີ	分子标记
ເຄື່ອງຫມາຍຊີວະເຄມີ	生化标记
ເຄື່ອງຫມາຍຊີວະເຄມີ	生物标记
ເຄື່ອງຫມາຍຊີວະເຄມີ	遗传标记
ເຄື່ອງຫມາຍດາວ	星号
ເຄື່ອງຫມາຍທັບຂວາ	反斜线
ເຄື່ອງຫມາຍທັບຊ້າຍ	左斜线
ເຄື່ອງຫມາຍທັບຊ້າຍ	斜线符号
ເຄື່ອງຫມາຍທາງຊີວະ	土壤指示剂
ເຄື່ອງຫມາຍທາງຊີວະ	指示生物
ເຄື່ອງຫມາຍທາງຊີວະ	指示种
ເຄື່ອງຫມາຍທາງຊີວະ	生化指示剂
ເຄື່ອງຫມາຍທາງຊີວະ	生物学标记
ເຄື່ອງຫມາຍທາງຊີວະ	生物指标
ເຄື່ອງຫມາຍນ້ອຍກວ່າ	左角括弧
ເຄື່ອງຫມາຍນ້ອຍກວ່າຫຼືເທົ່າກັບ	小于或等于符号
ເຄື່ອງຫມາຍບວກ	加号
ເຄື່ອງຫມາຍບວກ	加法运算子
ເຄື່ອງຫມາຍບວກລົບ	加号或减号
ເຄື່ອງຫມາຍບວກລົບ	正负号
ເຄື່ອງຫມາຍບໍ່ເທົ່າກັບ	尖括号
ເຄື່ອງຫມາຍບໍ່ເທົ່າກັບ	角括弧
ເຄື່ອງຫມາຍປິດວົງຢືມ	右双引号
ເຄື່ອງຫມາຍປິດວົງຢືມຊ້ອນ	右>形箭号
ເຄື່ອງຫມາຍປິດວົງຢືມຊ້ອນ	右书名号
ເຄື່ອງຫມາຍປິດວົງເລັບ	右括号
ເຄື່ອງຫມາຍປິດວົງເລັບ	右括弧
ເຄື່ອງຫມາຍຢັ້ງຢືນຕົ້ນກໍາເນີດ	产地标记
ເຄື່ອງຫມາຍຢັ້ງຢືນຕົ້ນກໍາເນີດ	产地标记命名
ເຄື່ອງຫມາຍຢັ້ງຢືນຕົ້ນກໍາເນີດ	受保护产地标记
ເຄື່ອງຫມາຍຢັ້ງຢືນຕົ້ນກໍາເນີດ	受控产地名称
ເຄື່ອງຫມາຍຢັ້ງຢືນຕົ້ນກໍາເນີດ	受控产地标记
ເຄື່ອງຫມາຍຢັ້ງຢືນຕົ້ນກໍາເນີດ	合格产地标牌
ເຄື່ອງຫມາຍຢັ້ງຢືນຕົ້ນກໍາເນີດ	已注册产地标记
ເຄື່ອງຫມາຍລົບ	减号
ເຄື່ອງຫມາຍວັກ	标点符号
ເຄື່ອງຫມາຍວັກ	段落标记
ເຄື່ອງຫມາຍວົງຂໍເປິດ	左中括号
ເຄື່ອງຫມາຍວົງຂໍເປິດ	左中括弧
ເຄື່ອງຫມາຍວົງປິກກາເປີດ	左大括号
ເຄື່ອງຫມາຍວົງປິກກາເປີດ	左大括弧
ເຄື່ອງຫມາຍວົງປີກກາປິດ	右大括号
ເຄື່ອງຫມາຍວົງປີກກາປິດ	右大括弧
ເຄື່ອງຫມາຍສະກຸນເງິນ	货币符号
ເຄື່ອງຫມາຍສະກຸນເງິນຢູໂຣ	欧元符号
ເຄື່ອງຫມາຍສະກຸນເງິນເຊັນ	一分符号
ເຄື່ອງຫມາຍສະກຸນເງິນເຊັນ	分币符号
ເຄື່ອງຫມາຍສະກຸນເງິນໂດລາ	货币符号
ເຄື່ອງຫມາຍສະຫງວນລິຂະສິດ	版权符号
ເຄື່ອງຫມາຍສະຫງວນລິຂະສິດ	著作权符号
ເຄື່ອງຫມາຍສີ່ຫຼ່ຽມ	数字记号
ເຄື່ອງຫມາຍຫນ້ອຍກວ່າ	小于号
ເຄື່ອງຫມາຍຫນ້ອຍກວ່າ	小于符号
ເຄື່ອງຫມາຍຫມາຍຖາມ	问号
ເຄື່ອງຫມາຍຫມາຍທ້ວງ	感叹号
ເຄື່ອງຫມາຍຫມາຍທ້ວງ	惊叹号
ເຄື່ອງຫມາຍຫານ	正斜线
ເຄື່ອງຫມາຍຫານ	除号
ເຄື່ອງຫມາຍຫານປີ້ນຂວາ	斜线
ເຄື່ອງຫມາຍຫານປີ້ນຊ້າຍ	反斜杠
ເຄື່ອງຫມາຍຫານປີ້ນຊ້າຍ	反斜线
ເຄື່ອງຫມາຍອຸນຫະພູມ	度数符号
ເຄື່ອງຫມາຍອຸນຫະພູມ	温度记号
ເຄື່ອງຫມາຍເກືອບເທົ່າ	波形符
ເຄື່ອງຫມາຍເກືອບເທົ່າ	波状符号
ເຄື່ອງຫມາຍເຊື່ອມໄປຫາບ່ອນຂໍ້ຄວາມ	定位标记
ເຄື່ອງຫມາຍເຊື່ອມໄປຫາບ່ອນຂໍ້ຄວາມ	定位点
ເຄື່ອງຫມາຍເຊື່ອມໄປຫາບ່ອນຂໍ້ຄວາມ	锚点
ເຄື່ອງຫມາຍເທົ່າກັບ	等于号
ເຄື່ອງຫມາຍເທົ່າກັບ	等号
ເຄື່ອງຫມາຍເນັ້ນສຽງ	变音符号
ເຄື່ອງຫມາຍເປີດວົງຢືມ	一般引号
ເຄື່ອງຫມາຍເປີດວົງຢືມ	左双引号
ເຄື່ອງຫມາຍເປີດວົງຢືມ	直双引号
ເຄື່ອງຫມາຍເປີດວົງຢືມຊ້ອນ	左>形箭号
ເຄື່ອງຫມາຍເປີດວົງຢືມຊ້ອນ	左书名号
ເຄື່ອງຫມາຍເປີດວົງເລັບ	左括号
ເຄື່ອງຫມາຍເປີດວົງເລັບ	左括弧
ເຄື່ອງຫມາຍເປີເຊັນ	百分号
ເຄື່ອງຫມາຍເປີເຊັນ	百分比符号
ເຄື່ອງຫມາຍແຍກສ່ວນ	列表分隔符
ເຄື່ອງຫມາຍແຍກສ່ວນ	清单分隔符号
ເຄື່ອງຫມາຍແທນ	万用字元
ເຄື່ອງຫມາຍແທນ	通配符
ເຄື່ອງຫມາຍແທນຕົວຫນັງສື	万用字元
ເຄື່ອງຫມາຍແທນຕົວຫນັງສື	通配符
ເຄື່ອງຫມາຍແບ່ງພາກສ່ວນ	节号
ເຄື່ອງຫມາຍແລະ	符号
ເຄື່ອງຫມາຍໂມເລກຸນ	分子标记
ເຄື່ອງຫມາຍໂມເລກຸນ	生化标记
ເຄື່ອງຫມາຍໂມເລກຸນ	生物标记
ເຄື່ອງຫມາຍໂມເລກຸນ	遗传标记
